"ID";"Name";"StationCapacity";"BikeParkingSlotsAmount";"global_id";"Longitude_WGS84";"Latitude_WGS84";"AdmArea";"District";"Location";"ClarificationOfLocation";"DepartmentalAffiliation";"OperOrgName";"OperOrgWebsite";"Photo";"geodata_center";"geoarea";
"2";"Пункт проката велосипедов № 2";"14";"";"2757552";"37.5996";"55.7469";"Центральный административный округ";"район Хамовники";"Гоголевский бульвар, дом 17, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"49c4899e-b5f3-4ac7-a4ff-5cb0016128de";"01010000003F575BB1BFCC4240F2B0506B9ADF4B40";"";
"3";"Пункт проката велосипедов № 3";"12";"";"2757553";"37.6006";"55.7509";"Центральный административный округ";"район Арбат";"Гоголевский бульвар, дом 33";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"de3a2c70-d262-4a5d-9434-9ec761a6d7f0";"010100000022FDF675E0CC42408048BF7D1DE04B40";"";
"4";"Пункт проката велосипедов № 5";"12";"";"2757554";"37.6";"55.7554";"Центральный административный округ";"Пресненский район";"Никитский бульвар, дом 11/12, строение 3";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"49c61b17-4307-44c8-ae5b-f65589bda64f";"0101000000CDCCCCCCCCCC4240FFB27BF2B0E04B40";"";
"5";"Пункт проката велосипедов № 6";"15";"";"2757555";"37.5985";"55.7573";"Центральный административный округ";"Пресненский район";"Большая Никитская улица, дом 23/14/9";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"131c5f56-1c71-4152-9343-6734aedbb299";"0101000000F853E3A59BCC424062A1D634EFE04B40";"";
"7";"Пункт проката велосипедов № 8";"14";"";"2757557";"37.6022";"55.7616";"Центральный административный округ";"Пресненский район";"Тверской бульвар, дом 17, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"72843a75-2c44-4990-b443-b21a90fafcc5";"01010000005BD3BCE314CD42401A51DA1B7CE14B40";"";
"8";"Пункт проката велосипедов № 9";"20";"";"2757558";"37.6051";"55.7646";"Центральный административный округ";"Тверской район";"Тверской бульвар, дом 28";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"ccef24b9-668e-4ccb-aed7-87f93b56f1c2";"0101000000A167B3EA73CD4240C442AD69DEE14B40";"";
"10";"Пункт проката велосипедов № 10";"14";"";"2757559";"37.6095";"55.7667";"Центральный административный округ";"Тверской район";"Страстной бульвар, дом 8А";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"400e909a-b5d9-4d10-8c75-14b24e48d73a";"0101000000BC74931804CE4240EEEBC03923E24B40";"";
"11";"Пункт проката велосипедов № 11";"8";"";"2757560";"37.6131";"55.7681";"Центральный административный округ";"Тверской район";"Страстной бульвар, дом 16";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"7af2f208-7e89-422b-a4e6-609851148fe7";"0101000000BC96900F7ACE42405F07CE1951E24B40";"";
"17";"Пункт проката велосипедов № 16";"10";"";"2757561";"37.631468";"55.760244";"Центральный административный округ";"Басманный район";"Мясницкая ул., д.10";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"53f58f5a-0ca1-4723-9da1-97febc2e934b";"01010000003A3C84F1D3D04240787DE6AC4FE14B40";"";
"18";"Пункт проката велосипедов № 17";"8";"";"2757562";"37.6417";"55.7631";"Центральный административный округ";"Басманный район";"Чистопрудный бульвар, дом 8, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"8b30cda2-ed23-4b12-808c-792e6005d525";"0101000000EEEBC03923D24240EFC9C342ADE14B40";"";
"19";"Пункт проката велосипедов № 18";"14";"";"2757563";"37.6455";"55.7603";"Центральный административный округ";"Басманный район";"Чистопрудный бульвар, дом 12, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"b640f19e-5794-4464-ba57-18e91911f762";"0101000000B4C876BE9FD242400C93A98251E14B40";"";
"20";"Пункт проката велосипедов № 19";"8";"";"2757564";"37.6473";"55.7573";"Центральный административный округ";"Басманный район";"Покровский бульвар, дом 8, строение 1А";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"0772c5dc-6a2f-4e1a-b9c6-a65358692c6a";"0101000000B459F5B9DAD2424062A1D634EFE04B40";"";
"21";"Пункт проката велосипедов № 20";"8";"";"2757565";"37.6484";"55.7554";"Центральный административный округ";"Басманный район";"Покровский бульвар, дом 12, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"bf9d11fd-fffb-4b4f-8356-aebd710dd0fa";"0101000000FB5C6DC5FED24240FFB27BF2B0E04B40";"";
"22";"Пункт проката велосипедов № 21";"8";"";"2757566";"37.6474";"55.7533";"Центральный административный округ";"Басманный район";"Покровский бульвар, дом 18/15";"На пересечении с Подколокольным переулком";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"4c1ba2e7-d632-49a2-9560-5322369fc620";"010100000017B7D100DED24240D50968226CE04B40";"";
"23";"Пункт проката велосипедов № 29";"20";"";"2757567";"37.6096";"55.7621";"Центральный административный округ";"Тверской район";"Тверская улица, дом 8";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"ed51d78c-3516-44f4-8639-6a071b4faca1";"010100000020D26F5F07CE42400B24287E8CE14B40";"";
"25";"Пункт проката велосипедов № 28";"12";"";"2757568";"37.625079";"55.760656";"Центральный административный округ";"Мещанский район";"Пушечная ул., д.11";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"6ccbbbcb-d098-4000-b059-cfc09b133701";"01010000004C35B39602D04240CAC0012D5DE14B40";"";
"26";"Пункт проката велосипедов № 30";"14";"";"2757569";"37.612399";"55.759292";"Центральный административный округ";"Тверской район";"Камергерский пер., д.4";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"8102721c-26e5-40ba-9d97-45310f6561d2";"0101000000338D261763CE4240A60EF27A30E14B40";"";
"27";"Пункт проката велосипедов № 35";"18";"";"2757570";"37.623";"55.7622";"Центральный административный округ";"Мещанский район";"улица Кузнецкий Мост, дом 13/9, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"992f9c2d-f1c5-4819-9d3f-4bdfaac0eae6";"010100000039B4C876BECF42406F8104C58FE14B40";"";
"30";"Пункт проката велосипедов № 15";"15";"";"2757572";"37.6367";"55.7654";"Центральный административный округ";"Красносельский район";"Тургеневская площадь, дом 2";"Между выходами станции метро «Тургеневская»";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"c399a2e7-a388-4e1b-8528-fe2d5814694c";"01010000007DAEB6627FD14240E02D90A0F8E14B40";"";
"31";"Пункт проката велосипедов № 13";"14";"";"2757573";"37.626047";"55.760020";"Центральный административный округ";"Тверской район";"Театральный пр-д, д.5, стр.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"125bbca2-592f-4ec0-9340-c7831b2f1f82";"01010000002461DF4E22D042402827DA5548E14B40";"";
"32";"Пункт проката велосипедов № 49";"10";"";"2757574";"37.6415";"55.7671";"Центральный административный округ";"Красносельский район";"улица Мясницкая, дом 39";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"51197f21-ef62-40bb-b44c-c8704eede56b";"0101000000273108AC1CD242407C61325530E24B40";"";
"33";"Пункт проката велосипедов № 308";"12";"";"2757575";"37.579688";"55.701583";"Юго-Западный административный округ";"Академический район";"Улица Вавилова, дом 17";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"6788ab1e-bbb5-4a10-b26b-4fc84ec54d40";"01010000001BF1643733CA4240FC36C478CDD94B40";"";
"34";"Пункт проката велосипедов № 200";"16";"";"2757576";"37.5969";"55.7336";"Центральный административный округ";"район Хамовники";"Фрунзенская набережная, дом 4";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"3211b917-5441-4a7e-99fd-d2a59bb830e2";"0101000000BF7D1D3867CC42403D2CD49AE6DD4B40";"";
"35";"Пункт проката велосипедов № 201";"32";"";"2757577";"37.5899";"55.7257";"Центральный административный округ";"район Хамовники";"Фрунзенская набережная, дом 22/2";"На пересечении с 1-й Фрунзенской улицей";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"d2d37d9f-d9bf-4e2d-8007-75cbe8d83603";"010100000088F4DBD781CB4240865AD3BCE3DC4B40";"";
"36";"Пункт проката велосипедов № 202";"12";"";"2757578";"37.5842";"55.7274";"Центральный административный округ";"район Хамовники";"Комсомольский проспект, дом 21, строение 1";"На пересечении с 1-й Фрунзенской улицей";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"0dcecf18-25ca-4173-8a53-85031c1912f4";"01010000005F29CB10C7CA4240228E75711BDD4B40";"";
"37";"Пункт проката велосипедов № 203";"9";"";"2757579";"37.5791";"55.7242";"Центральный административный округ";"район Хамовники";"Комсомольский проспект, дом 31, строение 2";"На пересечении со 2-й Фрунзенской улицей";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"0dbeb139-05cc-45d6-a9f6-c0716e032bdd";"01010000008A8EE4F21FCA4240B1E1E995B2DC4B40";"";
"38";"Пункт проката велосипедов № 204";"12";"";"2757580";"37.5864";"55.7217";"Центральный административный округ";"район Хамовники";"Фрунзенская набережная, дом 36/2";"На пересечении со 2-й Фрунзенской улицей";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"ca8e578c-2918-42f6-b02d-69b838a47ea1";"0101000000EC2FBB270FCB4240F8C264AA60DC4B40";"";
"39";"Пункт проката велосипедов № 205";"12";"";"2757581";"37.5759";"55.722";"Центральный административный округ";"район Хамовники";"Комсомольский проспект, дом 37";"На пересечении с 3-й Фрунзенской улицей";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"17d60ea8-08d7-4aee-b9f1-5532139639f0";"010100000019E25817B7C9424023DBF97E6ADC4B40";"";
"40";"Пункт проката велосипедов № 206";"14";"";"2757582";"37.5835";"55.7192";"Центральный административный округ";"район Хамовники";"Фрунзенская набережная, дом 44, строение 1";"На пересечении с 3-й Фрунзенской улицей";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"1f443b02-d6d2-4667-8ef4-9a4f35a3aec4";"0101000000A69BC420B0CA424040A4DFBE0EDC4B40";"";
"41";"Пункт проката велосипедов № 207";"32";"";"2757583";"37.578";"55.7155";"Центральный административный округ";"район Хамовники";"Фрунзенская набережная, дом 54";"На пересечении с улицей Хамовнический Вал";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"52e25049-fc35-4db4-8687-373d7f170f6f";"0101000000448B6CE7FBC94240DD24068195DB4B40";"";
"43";"Пункт проката велосипедов № 210";"45";"";"2757584";"37.5695";"55.7126";"Центральный административный округ";"район Хамовники";"Лужнецкая набережная, дом 2/4, строение 68";"На пересечении с Новолужнецким проездом";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"d472d044-22b2-4d30-902e-b6547e7b7591";"010100000037894160E5C8424097900F7A36DB4B40";"";
"44";"Пункт проката велосипедов № 211";"48";"";"2757585";"37.56";"55.7116";"Центральный административный округ";"район Хамовники";"Лужнецкая набережная, дом 24, строение 20";"Выход станции метро «Воробьёвы Горы»";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"0462a33b-0c71-42ab-ac19-22d54a3fb093";"010100000048E17A14AEC74240B3EA73B515DB4B40";"";
"45";"Пункт проката велосипедов № 212";"34";"";"2757586";"37.550408";"55.727605";"Центральный административный округ";"район Хамовники";"Хамовнический Вал ул., д.40, стр.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"16d12c44-925b-43af-97cf-f53dfcf9ea34";"010100000077BAF3C473C64240FAB31F2922DD4B40";"";
"62";"Пункт проката велосипедов № 39";"22";"";"2757589";"37.6425";"55.759";"Центральный административный округ";"Басманный район";"улица Покровка, дом 7/9-11";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"fefbbaf3-a257-4fed-8dc9-694953494f3b";"01010000000AD7A3703DD24240FED478E926E14B40";"";
"63";"Пункт проката велосипедов № 209";"48";"";"2757590";"37.5617";"55.7218";"Центральный административный округ";"район Хамовники";"улица Хамовнический Вал, дом 36А";"Выход станции метро «Спортивная»";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"3bed7453-437a-4c66-ae13-12412c3a757a";"0101000000E4141DC9E5C742405C2041F163DC4B40";"";
"64";"Пункт проката велосипедов № 152";"12";"";"2757591";"37.595827";"55.736415";"Центральный административный округ";"район Хамовники";"Турчанинов пер., д.3, стр.1";"Выход станции метро «Октябрьская»";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"a7297592-0449-4786-b7d4-7a3be9701f66";"01010000007289230F44CC424055A4C2D842DE4B40";"";
"68";"Пункт проката велосипедов № 301";"12";"";"2757595";"37.5456";"55.7008";"Западный административный округ";"район Раменки";"Университетский проспект, дом 13";"остановка Университетский проспект";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"2769dd68-4758-4021-bda1-1e88c1957208";"01010000004B598638D6C54240B6847CD0B3D94B40";"";
"69";"Пункт проката велосипедов № 359";"18";"";"2757596";"37.5341";"55.6946";"Западный административный округ";"район Раменки";"Ломоносовский проспект, дом 66";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"cdd1357e-6417-4a5c-88a5-71f5f2cc35b2";"0101000000956588635DC442409BE61DA7E8D84B40";"";
"71";"Пункт проката велосипедов № 53";"12";"";"2757598";"37.5418";"55.7083";"Западный административный округ";"район Раменки";"улица Новый Арбат, дом 21";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"baa67e2f-30e2-457a-bc4e-0533e2a3f553";"0101000000857CD0B359C54240DFE00B93A9DA4B40";"";
"72";"Пункт проката велосипедов № 75";"12";"";"2757599";"37.6256";"55.7408";"Центральный административный округ";"район Замоскворечье";"Климентовский переулок, дом 23, строение 1";"Выход станции метро «Третьяковская»";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"b0c5266a-ad90-4958-a961-4df044ac0aca";"010100000055302AA913D042403B70CE88D2DE4B40";"";
"73";"Пункт проката велосипедов № 70";"12";"";"2757600";"37.6202";"55.7429";"Центральный административный округ";"район Якиманка";"Лаврушинский переулок, дом 4, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"f8ed442d-ef7e-421e-9f70-993907fa8e44";"0101000000567DAEB662CF42406519E25817DF4B40";"";
"77";"Пункт проката велосипедов № 216";"12";"";"2757604";"37.5813";"55.7364";"Центральный административный округ";"район Хамовники";"Большая Пироговская улица, дом 5";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"9092c64f-661a-4c46-a3bd-f41c415c4db2";"01010000001895D40968CA42402063EE5A42DE4B40";"";
"78";"Пункт проката велосипедов № 215";"21";"";"2757605";"37.5754";"55.7338";"Центральный административный округ";"район Хамовники";"Большая Пироговская улица, дом 15/18, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"5b54d0b2-8733-48b8-a1c9-945bc58fd0c3";"0101000000280F0BB5A6C9424004E78C28EDDD4B40";"";
"79";"Пункт проката велосипедов № 217";"24";"";"2757606";"37.577";"55.7307";"Центральный административный округ";"район Хамовники";"Усачёва улица, дом 2, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"33f99241-2f13-492b-bb59-18ec95013e7f";"010100000060E5D022DBC94240F697DD9387DD4B40";"";
"80";"Пункт проката велосипедов № 218";"24";"";"2757607";"37.5807";"55.7264";"Центральный административный округ";"район Хамовники";"Комсомольский проспект, дом 28";"Выход станции метро «Фрунзенская»";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"feb649a6-0361-46fe-a052-54b491681b2e";"0101000000C364AA6054CA42403EE8D9ACFADC4B40";"";
"81";"Пункт проката велосипедов № 214";"12";"";"2757608";"37.5692";"55.7311";"Центральный административный округ";"район Хамовники";"Большая Пироговская улица, дом 2, строение 4";"рядом с МГМУ им. Семашко";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"fbfbc9fb-9f02-4e53-a9f3-3f00919baa50";"01010000000D71AC8BDBC84240840D4FAF94DD4B40";"";
"82";"Пункт проката велосипедов № 208";"18";"";"2757609";"37.5652";"55.7238";"Центральный административный округ";"район Хамовники";"Усачёва улица, дом 29, корпус 3";"Выход станции метро «Спортивная»";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"5bb0fd5f-9517-459a-894e-53b874ad5576";"01010000007FD93D7958C84240226C787AA5DC4B40";"";
"83";"Пункт проката велосипедов № 213";"18";"";"2757610";"37.5596";"55.7269";"Центральный административный округ";"район Хамовники";"Новодевичий проезд, дом 1";"рядом с остановкой улица 10-летия Октября";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"67e06a45-7f1e-4ce5-81d7-7e2eedd900d9";"0101000000BA6B09F9A0C7424030BB270F0BDD4B40";"";
"84";"Пункт проката велосипедов № 219";"12";"";"2757611";"37.5704";"55.7193";"Центральный административный округ";"район Хамовники";"улица Хамовнический Вал, дом 24";"рядом с остановкой улица Хамовнический Вал";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"370f2964-4f07-4f7a-b7bb-5578ce88cd2a";"0101000000B7D100DE02C94240A301BC0512DC4B40";"";
"92";"Пункт проката велосипедов № 43";"12";"";"2757619";"37.5931";"55.7635";"Центральный административный округ";"Пресненский район";"Большой Патриарший переулок, дом 7, строение 1";"Большой Патриарший переулок на пересечении с Малым Патриаршим переулком";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"1459c173-8c54-40fd-994c-7ba5168d58d3";"0101000000F9A067B3EACB42407D3F355EBAE14B40";"";
"99";"Пункт проката велосипедов № 50";"12";"";"2757626";"37.5998";"55.7526";"Центральный административный округ";"район Арбат";"улица Новый Арбат, дом 1, строение 2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"7e941723-fe89-444d-94e6-7b5a8bc5753a";"01010000000612143FC6CC42401C7C613255E04B40";"";
"100";"Пункт проката велосипедов № 4";"12";"";"2757627";"37.587544";"55.759184";"Центральный административный округ";"Пресненский район";"Никитская Малая ул., д.24, стр.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"d8604c11-9968-4547-9b8a-9cbddf709b85";"0101000000037B4CA434CB4240BFD2F9F02CE14B40";"";
"101";"Пункт проката велосипедов № 51";"12";"";"2757628";"37.588773";"55.752805";"Центральный административный округ";"район Арбат";"Арбат Новый ул., д.22";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"fd0d4f56-cde6-4c06-9686-1b5b80e0f9b7";"010100000048E2E5E95CCB4240F5A10BEA5BE04B40";"";
"106";"Пункт проката велосипедов № 54";"12";"";"2757633";"37.5919";"55.7475";"Центральный административный округ";"район Арбат";"переулок Сивцев Вражек, дом 26, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"c0350584-1804-4285-8ef1-4437dbcbcc8e";"01010000004F401361C3CB424048E17A14AEDF4B40";"";
"107";"Пункт проката велосипедов № 154";"18";"";"2757634";"37.610641";"55.728396";"Центральный административный округ";"район Якиманка";"Ленинский пр-кт., д.4";"у главного входа в МИСИС";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"70054886-56e4-4807-9e00-0468b91b0f37";"0101000000624CFA7B29CE4240C34483143CDD4B40";"";
"111";"Пункт проката велосипедов № 59";"30";"";"2757638";"37.612529";"55.730775";"Центральный административный округ";"район Якиманка";"Житная ул., д.16";"ст.м. Октябрьская (радиальная)";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"8b965ad2-3a57-4a32-ab01-ce8353458fd8";"0101000000016DAB5967CE424001DE02098ADD4B40";"";
"113";"Пункт проката велосипедов № 220";"48";"";"2757640";"37.568113";"55.727310";"Центральный административный округ";"район Хамовники";"Усачёва ул., д.26";"Усачёвский рынок";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"d30973d1-135a-4281-b82b-2d1f492dd717";"01010000005AB741EDB7C84240E2067C7E18DD4B40";"";
"117";"Пункт проката велосипедов № 243";"36";"";"2757644";"37.5682";"55.7368";"Центральный административный округ";"район Хамовники";"Саввинская набережная, дом 9";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"c6c76b25-949d-4477-b77a-ae7e6ede2bdf";"010100000029CB10C7BAC84240AED85F764FDE4B40";"";
"119";"Пункт проката велосипедов № 403";"12";"";"2757646";"37.5997";"55.7742";"Центральный административный округ";"Тверской район";"улица Фадеева, дом 4";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"01c0df88-629e-4607-a9a9-185b4cad8427";"0101000000A2B437F8C2CC4240174850FC18E34B40";"";
"120";"Пункт проката велосипедов № 401";"12";"";"2757647";"37.59";"55.7751";"Центральный административный округ";"Тверской район";"2-я Тверская-Ямская улица, дом 54";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"182ca100-131f-4692-85ff-f285aa2fbfbc";"0101000000EC51B81E85CB424097900F7A36E34B40";"";
"122";"Пункт проката велосипедов № 233";"12";"";"2757649";"37.5879";"55.7677";"Центральный административный округ";"Пресненский район";"улица Гашека, дом 2, строение 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"b8b10524-bcc8-4e51-9ea8-5bb29dfeda47";"0101000000C1A8A44E40CB4240D1915CFE43E24B40";"";
"125";"Пункт проката велосипедов № 222";"12";"";"2757652";"37.559";"55.7568";"Центральный административный округ";"Пресненский район";"Мантулинская улица, дом 2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"eccc4031-a8e2-4992-9a1b-1d0e9b945c38";"0101000000643BDF4F8DC7424070CE88D2DEE04B40";"";
"126";"Пункт проката велосипедов № 223";"12";"";"2757653";"37.5513";"55.756";"Центральный административный округ";"Пресненский район";"Мантулинская улица, дом 5, строение 21";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"3e9dbbba-37cf-40d8-a925-3918086b4709";"0101000000742497FF90C6424054E3A59BC4E04B40";"";
"131";"Пункт проката велосипедов № 239";"12";"";"2757658";"37.565988";"55.759044";"Центральный административный округ";"Пресненский район";"Нововаганьковский пер., д.9";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"ced10bec-bd22-452f-a577-f9b78e32d879";"0101000000D7F6764B72C84240CE1C925A28E14B40";"";
"133";"Пункт проката велосипедов № 345";"12";"";"2757660";"37.5773";"55.7083";"Юго-Западный административный округ";"Гагаринский район";"улица Косыгина, дом 2, строение 19";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"f44ce630-bb6a-4b6c-a74e-45f754445314";"01010000008BFD65F7E4C94240DFE00B93A9DA4B40";"";
"134";"Пункт проката велосипедов № 344";"12";"";"2757661";"37.5648";"55.7067";"Юго-Западный административный округ";"Гагаринский район";"улица Косыгина, дом 8, строение 2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"a61f8ac0-1d61-4f38-97c4-820052ba9453";"0101000000F163CC5D4BC84240A60A462575DA4B40";"";
"135";"Пункт проката велосипедов № 360";"30";"";"2757662";"37.5352";"55.6931";"Западный административный округ";"район Раменки";"площадь Джавахарлала Неру, дом 1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"0a13cbf8-93b4-476a-bdb3-718b8dd1bb54";"0101000000DC68006F81C44240C66D3480B7D84B40";"";
"136";"Пункт проката велосипедов № 350";"15";"";"2757663";"37.5624";"55.6915";"Юго-Западный административный округ";"Академический район";"улица Вавилова, дом 55/7";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"0ad7143a-4c6d-46cb-bdbb-64bad60df706";"01010000009CA223B9FCC742408D976E1283D84B40";"";
"137";"Пункт проката велосипедов № 362";"15";"";"2757664";"37.562";"55.6786";"Юго-Западный административный округ";"Академический район";"Нахимовский проспект, дом 46";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"ba7f69f9-522e-4c7f-8387-17a5cac211bc";"01010000000E2DB29DEFC742406688635DDCD64B40";"";
